순번,관할관청,운행업체,노선번호,노선ID,기점,기점_STATION_ID,종점,종점_STATION_ID,주중배차간격,주말배차간격,상행첫차,상행막차,하행첫차,하행막차
1659, 안성시,백성운수,100-3,231000106,인삼농협앞,231000311,서운면사무소,231000770,140분~210분,140분~210분,10:25,17:55,10:50,18:20
1660, 안성시,백성운수,35-2,231000108,삼죽,231000856,백암터미널,228001584,,,06:40,21:00,07:05,21:20
1661, 안성시,백성운수,15-4,231000109,인삼농협앞,231000311,북가현,231001035,,,22:00,22:00,22:20,22:20
1662, 안성시,백성운수,7-8,231000111,임광그대가아파트1단지앞,231001244,서안성농협,231001317,60분~50분,,07:10,20:00,07:30,20:20
1663, 안성시,백성운수,7-8,231000111,임광그대가아파트1단지앞,231001244,서안성농협,231001317,60분~50분,,,,,
1664, 안성시,백성운수,380,231000118,안성종합버스터미널앞,231001279,안성버스종합터미널앞,231001277,20분~25분,20분~30분,05:50,19:10,07:35,20:50
1665, 안성시,백성운수,10-7,231000119,안성종합버스터미널,231001273,개리촌마을회관,231001344,110분~270분,110분~270분,09:20,16:00,10:00,16:30
1666, 안성시,백성운수,20-1,231000121,인지사거리,231000576,인지사거리,231000310,240분,240분,11:40,15:40,11:40,15:40
1667, 안성시,백성운수,8-2,231000122,안성종합버스터미널,231001273,법전리법전,231000141,180분,180분,06:40,20:00,07:20,20:30
1668, 안성시,백성운수,2-11,231000125,성모병원입구,231000301,홍익아파트117동,231000622,,,07:20,07:20,07:40,07:40
1669, 안성시,백성운수,2-11,231000125,성모병원입구,231000301,홍익아파트117동,231000622,,,,07:20,,07:40
1670, 안성시,백성운수,1-5,231000126,봉산로터리,231001359,봉산로터리,231001360,120분~480분,120분~480분,08:20,18:10,08:20,18:10
1671, 안성시,백성운수,1-5,231000126,봉산로터리,231001359,봉산로터리,231001360,120분~480분,120분~480분,,18:10,,18:10
1672, 안성시,백성운수,37-1,231000128,여주터미널,237000980,(구)안성터미널,231000284,20분,30분,06:00,17:40,09:00,21:00
1673, 안성시,백성운수,8-1,231000132,대우경남아파트.안성의료원,231000325,내리삼거리,231001060,30분~60분,30분~60분,06:25,20:55,07:00,21:20
1674, 안양시,보영운수,15,208000001,창박골,208000027,수리동성당,225000239,5분~8분,6분~12분,05:00,23:20,04:40,23:50
1675, 안양시,보영운수,15-2,208000002,창박골,208000027,군포제일공단입구,225000037,6분~9분,13분~20분,05:55,23:20,05:10,22:40
1676, 안양시,보영운수,11-2,208000004,군포공영차고지,225000180,갯마을앞(중),119000289,7분~10분,10분~15분,04:30,23:00,05:10,23:50
1677, 안양시,보영운수,11-5,208000005,군포공영차고지,225000180,갯마을앞(중),119000289,6분~9분,11분~17분,04:30,23:00,05:25,23:55
1678, 안양시,보영운수,11-3,208000006,창박골,208000027,잠실종합운동장,123000065,6분~10분,12분~18분,04:55,22:30,05:50,23:30
1679, 안양시,삼영운수,1,208000007,숲속마을3.5단지,226000206,구로디지털단지역환승센터(2번승강장),116000372,11분~15분,19분~26분,05:00,22:30,06:10,23:40
1680, 안양시,삼영운수,3,208000008,평촌차고지,209000076,광명성애병원,213000124,5분~8분,9분~13분,04:40,22:50,05:50,23:50
1681, 안양시,삼영운수,81,208000009,목감호수품애.중흥S클래스,224000876,안양역,208000010,11분~15분,15분~20분,05:30,22:40,06:05,23:10
1682, 안양시,삼영운수,8-1,208000010,차고지입구,208000236,포일자이아파트사거리,226000016,5분~6분,7분~8분,05:00,22:50,05:45,23:35
1683, 안양시,삼영운수,8-2,208000011,석수동버스공영차고지(경유),277102421,우성고등학교,226000032,15분~20분,25분~30분,05:00,22:50,05:40,23:30
1684, 안양시,삼영운수,88,208000012,차고지입구,208000236,한라2차아파트입구,225000140,6분,9분~13분,04:55,23:00,05:30,23:30
1685, 안양시,삼영운수,6,208000013,차고지입구,208000236,벌말초교.한일나래,226000133,9분~15분,20분~25분,05:00,22:20,05:40,23:00
1686, 안양시,삼영운수,20,208000014,금강3단지,225000430,구로디지털단지역,120000146,10분~20분,16분~33분,05:00,22:00,06:25,23:20
1687, 안양시,삼영운수,5-2,208000015,월암공영차고지(경유),277102717,석수역,208000255,9분~14분,14분~23분,05:00,22:40,05:55,23:30
1688, 안양시,삼영운수,5,208000016,월암공영차고지(경유),277102717,당중초등학교,118000122,10분~14분,16분~20분,04:35,22:30,06:00,23:50
1689, 안양시,삼영운수,51,208000017,대원아파트,226000066,구로디지털단지역환승센터(2번승강장),116000372,5분~8분,9분,04:45,22:40,05:25,23:20
1690, 안양시,삼영운수,60,208000018,군포보건소,225000191,관악초등학교,209000247,8분~13분,12분~19분,04:45,23:00,05:35,23:50
1691, 안양시,삼영운수,9,208000019,충훈부종점,208000111,충훈부종점,208000096,9분~11분,14분~18분,04:42,22:50,04:42,22:50
1692, 안양시,삼영운수,9-3,208000020,충훈부종점,208000111,충훈부종점,208000096,7분~10분,14분~17분,04:42,23:00,04:42,23:00
1693, 안양시,삼영운수,1-2,208000021,석수동버스공영차고지(경유),277102421,월암동.부곡중,226000075,6분~9분,10분~13분,05:00,22:40,05:50,23:30
1694, 안양시,삼영운수,1-1,208000024,월암공영차고지(경유),277102717,사당역(중),121001315,8분~10분,13분~16분,04:40,22:30,05:40,23:20
1695, 안양시,보영운수,10,208000025,창박골,208000027,의왕시청,226000089,6분~8분,8분~12분,05:00,23:00,05:40,23:30
1696, 안양시,보영운수,917,208000026,군포공영차고지,225000180,잠실종합운동장,123000065,15분~20분,29분~35분,04:40,22:20,06:00,23:40
1697, 안양시,보영운수,3030,208000027,군포보건소,225000010,신사사거리.가로수길,122000008,15분~20분,22분~27분,05:25,01:00,06:30,01:55
1698, 안양시,삼영운수,8,208000028,석수동버스공영차고지(경유),277102421,민들레베스파트.우성고,226000031,5분~6분,8분~9분,05:00,22:40,05:50,23:30
1699, 안양시,보영운수,22,208000029,금강1단지,225000425,덕장초교,226000171,8분~11분,15분~23분,05:00,23:00,05:50,23:50
1700, 안양시,삼영운수,52,208000030,창박골,208000027,의왕보건소.노인복지관.청소년수련관,226000090,10분~15분,15분~23분,05:00,22:40,06:05,23:50
1701, 안양시,보영운수,87,208000032,백운사입구,226000318,금정역,225000007,8분~11분,15분~23분,05:00,23:00,05:45,23:45
1702, 안양시,보영운수,15-1,208000033,효성아파트.종점,208000264,시외버스터미널.교보생명,208000158,10분~15분,15분~25분,06:00,23:00,06:10,23:10
1703, 안양시,삼영운수,52-1,208000035,금강1단지,225000425,부안중학교,209000233,12분~15분,15분~20분,05:00,22:40,05:50,23:15
1704, 안양시,삼영운수,1-5,208000036,월암공영차고지(경유),277102717,원터마을,226000199,22분~25분,30분~40분,04:50,22:40,05:50,23:40
1705, 안양시,삼영운수,83,208000038,숲속마을3.5단지,226000206,석수역,208000255,30분~40분,40분~50분,06:40,23:00,05:20,21:50
1706, 안양시,삼영운수,60-1,208000039,월암공영차고지(경유),277102717,동편마을2단지,209000252,20분,28분,04:45,22:40,05:30,23:15
1707, 안양시,삼영운수,80,208000041,숲속마을3.5단지,226000206,석수역,208000255,10분~15분,16분~24분,06:00,23:20,05:00,22:00
1708, 안양시,삼영운수,M5333,208000063,평촌차고지(경유),277103100,잠실역1번.11번출구,123000045,10분~30분,30분~50분,05:00,22:30,05:55,23:30
1709, 안양시,보영운수,55,208000065,금강1단지,225000425,금정역3번출구,225000195,12분~18분,25분~30분,05:20,22:50,05:50,23:10
1710, 안양시,안양-편안운수,5,241245001,평촌차고지,209000076,관양고등학교,209000281,5분~6분,6분~8분,5:30,23:20,5:30,23:30
1711, 안양시,안양-편안운수,1,241245002,관동교장,208508330,안양역,208000069,6분~7분,8분,5:30,23:20,5:45,23:40
1712, 안양시,안양-편안운수,5-5,241245003,자유공원,209000183,관양고등학교,209000388,12분~14분,17분~20분,5:30,22:45,5:30,22:45
1713, 안양시,안양-편안운수,5-3,241245004,명학역,208000321,무궁화코오롱.건영아파트,209000087,14분~20분,15분~20분,6:00,21:40,6:20,22:10
1714, 안양시,안양-편안운수,8,241245005,현대.대림아파트,209000026,동편마을2단지,209000252,13분~18분,13분~20분,5:40,23:00,6:20,22:10
1715, 안양시,안양-편안운수,01,241245006,관동교장,208508330,석수역,208000255,30분,30분,5:30,22:00,5:45,22:25
1716, 안양시,안양-편안운수,70,241245007,명학역,208000321,주공뜨란체아파트,208000347,30분~40분,30분~40분,6:00,22:00,6:25,22:25
1717, 안양시,안양-동안운수,7,241247001,차고지(경유),277104354,임곡주공2단지,209000338,7분,7분,5:30,22:40,6:00,23:25
1718, 안양시,안양-동안운수,7,241247001,차고지(경유),277104354,임곡주공2단지,209000338,7분,7분,5:30,22:45,6:00,23:25
1719, 안양시,안양-동안운수,3-1,241247003,임곡주공아파트,209000345,안양역,208000069,30분~40분,30분~40분,5:30,22:20,5:30,22:20
1720, 안양시,안양-동안운수,3-1,241247003,임곡주공아파트,209000345,안양역,208000069,30분~40분,30분~40분,5:30,22:20,5:40,22:20
1721, 안양시,안양-신안운수,9,241248001,신안초등학교.우성아파트,208000332,관악역,208000092,5분~7분,6분~10분,6:00,23:00,6:17,23:15
1722, 안양시,안양-만안운수,10-2,241249001,무궁화진흥아파트,209000284,신성중학교.씨엘포레자이아파트,208000328,8분~9분,12분~13분,5:50,23:10,6:00,23:30
1723, 안양시,안양-만안운수,10-2,241249001,무궁화진흥아파트,209000284,신성중학교.씨엘포레자이아파트,208000328,8분~9분,12분~13분,6:00,23:30,6:00,23:30
1724, 안양시,안양-만안운수,10-1,241249002,평촌역,209000075,성원상떼빌,208000330,6분~7분,8분~10분,5:30,23:10,5:40,23:40
1725, 안양시,안양-평촌교통,5-1,241250001,양명고.양명여고.대우아파트,208000353,금강펜터리움IT타워,209000257,6분~8분,7분~9분,5:35,23:35,5:45,23:55
1726, 안양시,안양-학운교통,6,241251001,한가람한양아파트,209000239,한가람한양아파트,209000239,5분~6분,7분~8분,5:50,23:20,5:50,23:20
1727, 안양시,안양-학운교통,06,241251002,한가람한양아파트,209000294,한가람한양아파트,209000294,5분~6분,7분~8분,5:50,23:20,5:50,23:20
1728, 안양시,안양-학운교통,06,241251002,한가람한양아파트,209000294,한가람한양아파트,209000294,5분~6분,7분~8분,5:50,23:20,5:50,23:40
1729, 안양시,안양-호계운수,6-1,241252001,한림대병원,209000231,현대.대림아파트,209000026,11분~12분,13분~14분,5:45,23:20,6:25,23:50
1730, 안양시,안양-호계운수,6-2,241252002,경인교육대,208000029,금정역,225000269,7분~8분,8분~11분,5:40,23:20,5:30,0:00
1731, 안양시,안양-호계운수,6-3,241252003,벽산아파트1단지정문,117505160,안양예술공원,208000033,40분,40분,6:00,23:30,6:15,23:15
1732, 안양시,안양-호계운수,6-5,241252004,호계푸르지오아파트,209000393,안양농수산물시장,209000191,40분~45분,40분~45분,6:00,23:00,6:35,23:35
1733, 안양시,안양-대성운수,2,241253001,안양예술공원종점.갈메산기도원입구,208000365,신성중학교.씨엘포레자이아파트,208000328,7분,7분,6:00,22:30,6:00,22:30
1734, 안양시,안양-호계운수,2-1,241253002,안양예술공원종점.갈메산기도원입구,208000365,법원검찰청.평촌역,209000098,30분,30분,6:00,22:30,6:00,22:30
1735, 안양시,안양-호계운수,2-1,241253002,안양예술공원종점.갈메산기도원입구,208000365,법원검찰청.평촌역,209000098,30분,30분,,,,
1736, 양주시,진명여객,31,207000053,봉양동종점,235000884,의정부역.농협앞,207000153,8분~11분,10분~15분,05:30,22:40,06:20,23:30
1737, 양주시,양주교통,91,208000064,주공6단지,235000987,서정대학교본관,235001019,20분~50분,50분~110분,05:10,21:00,05:35,21:25
1738, 양주시,양주교통,91,208000064,주공6단지,235000987,서정대학교본관,235001019,20분~50분,50분~110분,05:10,21:40,05:35,22:05
1739, 양주시,양주교통,78,235000002,장애인복지센터.양주실내체육관,235000995,송우리터미널,236000513,25분~30분,25분~30분,05:40,22:20,06:10,23:30
1740, 양주시,양주교통,77,235000004,양주교통본사,235001061,양주역,235000242,22분~30분,30분~40분,05:40,22:00,06:18,22:36
1741, 양주시,양주교통,77,235000004,양주교통본사,235001061,양주역,235000242,22분~30분,30분~40분,05:40,22:46,06:21,23:32
1742, 양주시,양주교통,76,235000007,양주교통본사,235001061,회암리,235000621,74분~124분,74분~124분,06:41,21:05,07:12,21:36
1743, 양주시,양주교통,75,235000011,약사사입구,235000867,칠봉사입구,235000502,68분~128분,68분~128분,06:50,20:18,07:28,20:56
1744, 양주시,양주교통,80,235000019,양주교통본사,235001061,양주역,235000242,15분~20분,25분~30분,04:40,23:00,06:00,00:10
1745, 양주시,진명여객,118,235000020,덕정차고지,235000892,수유역(중),108000003,20분~30분,25분~35분,04:20,22:00,05:40,23:20
1746, 양주시,양주교통,82,235000021,천주교연수원후문,235001293,양주역,235000242,8분~16분,12분~24분,05:08,23:40,05:53,00:13
1747, 양주시,양주교통,82,235000021,천주교연수원후문,235001293,양주역,235000242,8분~16분,12분~24분,05:25,23:00,05:53,23:28
1748, 양주시,양주교통,83,235000022,양주교통본사,235001061,양주역,235000242,25분~70분,25분~70분,04:55,20:50,05:45,21:25
1749, 양주시,양주교통,73-1,235000023,한승아파트,235000950,덕산신도브레뉴,235001181,55분~90분,55분~92분,05:15,22:20,05:37,22:42
1750, 양주시,양주교통,73-1,235000023,한승아파트,235000950,덕산신도브레뉴,235001181,55분~90분,55분~92분,05:18,22:20,05:37,22:42
1751, 양주시,양주교통,81-1,235000024,양주교통본사,235001061,양주역,235000242,40분~90분,40분~90분,05:48,15:51,05:48,15:51
1752, 양주시,양주교통,81-2,235000025,양주역,235000245,양주교통본사,235001062,40분~90분,40분~90분,22:55,00:13,22:55,00:13
1753, 양주시,양주교통,73-3,235000027,경동대학교,235001220,덕계역,235000924,20분~35분,,07:12,20:20,07:20,20:28
1754, 양주시,양주교통,73-3,235000027,경동대학교,235001220,덕계역,235000924,20분~35분,,,,,
1755, 양주시,진명여객,19,235000080,장흥자연휴양림,235001754,구파발역.롯데몰(서울도심),111001116,60분~90분,60분~90분,06:30,21:30,07:05,22:00
1756, 양주시,진명여객,19-1,235000081,장흥자연휴양림,235001754,구파발역.롯데몰(서울도심),111001116,300분,300분,11:55,15:30,12:50,16:25
1757, 양주시,양주교통,90,235000084,양주교통본사,235001061,양주역,235000242,20분~40분,25분~40분,04:50,23:30,05:32,00:12
1758, 양주시,진명여객,1100,235000085,덕정차고지(경유),277103549,도봉산역광역환승센터,109000405,20분~30분,45분~50분,05:30,23:00,06:10,23:50
1759, 양주시,진명여객,365,235000088,안고령,235000781,백석읍행정복지센터.백석초교,235000199,80분~270분,80분~160분,06:30,22:10,06:55,22:35
1760, 양주시,진명여객,365-1,235000089,홍죽리차고지,235001156,양주역,235000242,30분~130분,,06:00,21:50,06:30,22:20
1761, 양주시,진명여객,365-1,235000089,홍죽리차고지,235001156,양주역,235000242,30분~130분,,,,,
1762, 양주시,진명여객,365-2,235000090,영장삼거리,229000383,윗가마골,235000312,,90분~130분,07:00,22:00,07:25,22:25
1763, 양주시,진명여객,365-2,235000090,영장삼거리,229000383,윗가마골,235000312,,90분~130분,,,,
1764, 양주시,양주교통,701,235000091,경동대학교,235001220,양주역,235000242,50분~110분,50분~110분,06:30,22:30,06:50,22:50
1765, 양주시,진명여객,G1300,235000092,덕정차고지(경유),277103549,잠실광역환승센터,123000611,8분~15분,10분~20분,05:00,22:50,06:00,00:00
1766, 양주시,양주교통,81,235000094,양주역,235000245,충성아파트,235000487,35분~110분,35분~110분,06:25,22:21,07:25,23:22
1767, 양주시,양주교통,700,235000097,회암사지박물관,235000053,덕계역,235000923,30분~120분,30분~120분,06:30,21:30,06:55,21:55
1768, 양주시,진명여객,22,235000099,송추반석전원교회,235000834,장흥고가밑,235000350,55분~115분,55분~115분,06:30,21:30,06:50,21:50
1769, 양주시,진명여객,8906,235000103,덕정차고지(경유),277103549,롯데백화점.범계역(시외),209000395,30분~50분,40분~60분,04:00,21:00,06:00,23:20
1770, 양주시,진명여객,G1200,235000104,덕정차고지(경유),277103549,지하철7호선상봉역,106000073,15분~25분,20분~35분,05:00,23:00,06:05,00:05
1771, 양주시,양주교통,99,235000105,양주교통본사,235001061,양주역,235000242,20분~40분,30분~50분,05:20,22:30,05:53,23:03
1772, 양주시,양주-진명여객마을,28,241206001,덕정역,235000117,봉암터미널.봉암리,235000900,40분,40분,5:45,21:10,6:20,22:05
1773, 양주시,양주-진명여객마을,50,241206002,홍죽리차고지,235001156,양주역,235000242,40분~80분,40분~80분,5:20,22:00,5:55,22:35
1774, 양주시,양주-진명여객마을,51,241206003,양주역,235000245,비암2리,235000533,25분~45분,25분~45분,5:40,21:10,6:10,21:40
1775, 양주시,양주-현성교통,3,241446001,광적면행정복지센터.가래비시장,235001307,해성산부인과,215000363,60분,60분~120분,7:30,19:25,8:35,20:35
1776, 양주시,양주-현성교통,3,241446001,광적면행정복지센터.가래비시장,235001307,해성산부인과,215000363,60분,60분~120분,8:15,18:00,7:15,19:10
1777, 양주시,양주-현성교통,3-1,241446002,KT동두천지사,215000364,가납초교,235000559,50분~120분,120분~130분,6:53,19:12,6:55,19:30
1778, 양주시,양주-현성교통,3-1,241446002,KT동두천지사,215000364,가납초교,235000559,50분~120분,120분~130분,6:55,20:00,7:50,21:00
1779, 양주시,양주-신암운수,13,241446003,가래비주유소,235000376,기우리종점,235001261,60분~160분,60분~160분,8:10,20:10,7:10,21:25
1780, 양주시,양주-신암운수,14,241446004,백석농협,235000193,KT동두천지사,215000364,60분,60분,7:43,20:17,7:50,20:10
1781, 양주시,양주-신암운수,14,241446004,백석농협,235000193,KT동두천지사,215000364,60분,60분,8:57,18:57,8:50,19:00
1782, 양주시,양주-신암운수,17A,241446005,가래비주유소,235000375,지행역1번출구,215000169,75분~170분,75분~170분,9:00,18:50,10:10,17:40
1783, 양주시,양주-현성교통,3-4,241446006,비룡성당앞,235000008,동두천시청,215000415,90분~120분,90분~120분,9:45,20:50,8:35,16:30
1784, 양주시,양주-신암운수,18,241446007,양주역,235001649,안고령,235000780,65분~100분,70분~140분,7:15,19:45,8:25,20:20
1785, 양주시,양주-신암운수,18,241446007,양주역,235001649,안고령,235000780,65분~100분,70분~140분,7:50,19:45,7:15,20:20
1786, 양주시,양주-신암운수,3-7,241446010,양주역,235000245,비룡성당앞,235000008,120분,120분,14:55,5:55,20:34,17:45
1787, 양주시,양주-신암운수,3-7,241446010,양주역,235000245,비룡성당앞,235000008,120분,120분,,,,
1788, 양주시,양주-신암운수,14-1,241446011,KT동두천지사,215000364,광적면행정복지센터.가래비시장,235001307,,,7:45,7:45,6:45,6:45
1789, 양주시,양주-신암운수,17B,241446013,가래비주유소,235000375,지행역1번출구,215000169,130분~140분,140분,14:00,21:10,15:20,20:10
1790, 양주시,양주-신암운수,17B,241446013,가래비주유소,235000375,지행역1번출구,215000169,130분~140분,140분,7:30,21:10,17:40,20:10
1791, 양주시,양주-신암운수,18아침,241446014,세진전사앞,235001440,양주역,235001648,,,6:15,6:15,,
1792, 양주시,양주-현성교통,3(봉암리),241446016,봉암터미널.봉암리,235000900,광적면행정복지센터.가래비시장,235001307,,,6:35,7:05,,
1793, 양주시,양주-현성교통,3(봉암리),241446016,봉암터미널.봉암리,235000900,광적면행정복지센터.가래비시장,235001307,,,,,,
1794, 양주시,양주-신암운수,18막차,241446018,양주역,235001649,세진전사앞,235001439,,,20:50,20:50,,
1795, 양주시,양주-신암운수,3-2,241446019,비룡성당.신산공원,235000634,동두천시청.동두천중고등학교,215000417,10분~20분,15분~40분,6:30,21:43,6:33,22:00
1796, 양주시,양주-신암운수,3-3,241446020,도하2리.살구골,235001594,양주역,235000242,10분~60분,10분~60분,6:10,20:15,6:29,19:54
1797, 양주시,양주-신암운수,3-3,241446020,도하2리.살구골,235001594,양주역,235000242,10분~60분,10분~60분,7:20,20:30,8:11,22:05
1798, 양주시,양주-신암운수,3-3B,241446021,은현면행정복지센터,235000654,양주역,235000242,180분,180분,7:25,21:20,8:25,20:33
1799, 양주시,양주-신암운수,3-5,241446022,양주역,235000245,비룡성당앞,235000008,45분~80분,45분~80분,7:13,21:00,6:20,20:15
1800, 양주시,양주-신암운수,3-5,241446022,양주역,235000245,비룡성당앞,235000008,45분~80분,45분~80분,7:13,21:00,7:13,20:23
1801, 양주시,양주-신암운수,3-6,241446023,양주역,235000245,비룡성당앞,235000008,,,7:13,8:00,7:13,8:00
1802, 양주시,양주-신암운수,13-1,241446024,가래비주유소,235000376,백석농협,235000193,,,00:00,,,
1803, 양주시,양주-은현교통,2,241447001,세아아파트,215000081,동화5.6차아파트,235001342,70분,70분,7:10,19:40,7:10,19:40
1804, 양주시,양주-은현교통,2,241447001,세아아파트,215000081,동화5.6차아파트,235001342,70분,70분,7:10,20:50,7:10,20:50
1805, 양주시,양주-은현교통,2-1,241447002,회천초교.덕정주공4단지,235000063,지행역부영9단지,215000370,70분~90분,70분~90분,6:00,19:35,6:40,20:10
1806, 양주시,양주-은현교통,2-2,241447003,주공7단지.중흥s클래스,235000854,신암저수지.감악산주차장,235001728,45분~50분,45분~50분,6:05,20:05,6:50,20:50
1807, 양주시,양주-은현교통,2-2,241447003,주공7단지.중흥s클래스,235000854,신암저수지.감악산주차장,235001728,45분~50분,45분~50분,6:45,19:30,7:30,20:15
1808, 양주시,양주-은현교통,2-3,241447004,주공7단지.중흥s클래스,235000854,동화5.6차아파트,235001342,28분,46분,6:00,20:00,7:10,21:00
1809, 양주시,양주-은현교통,2-3,241447004,주공7단지.중흥s클래스,235000854,동화5.6차아파트,235001342,28분,46분,6:23,20:00,7:33,21:00
1810, 양주시,양주-은현교통,2-4,241447005,루이힐스골프장,235001304,동화5.6차아파트,235001342,25분,35분,6:00,19:30,7:05,20:15
1811, 양주시,양주-은현교통,2-4,241447005,루이힐스골프장,235001304,동화5.6차아파트,235001342,25분,35분,6:00,19:30,7:15,20:15
1812, 양주시,양주-은현교통,10(한시운행),241447006,궤미,235001566,주공6단지,235000982,,,6:35,,7:25,
1813, 양주시,양주-은현교통,10,241447007,세아아파트,215000081,궤제회관,235001569,80분,80분,8:10,19:55,8:10,20:35
1814, 양주시,양주-은현교통,2-4B(전체),241447009,루이힐스골프장,235001304,복지2리마을회관,235001751,100분,100분,6:10,17:50,7:00,18:40
1815, 양주시,양주-은현교통,2-4B(전체),241447009,루이힐스골프장,235001304,복지2리마을회관,235001751,100분,100분,6:10,19:30,7:00,20:15
1816, 양주시,양주-장흥마을버스,15,241449003,삼상리차고지,235001520,실버문화원,235001517,60분~180분,60분~180분,7:25,17:25,7:50,17:50
1817, 양주시,양주-장흥마을버스,15첫차,241449004,삼상리차고지,235001520,돌고개.신털뫼,235001633,,,6:40,6:40,7:00,7:00
1818, 양주시,양주-장흥마을버스,15-1,241449005,지축역,218001179,양주역,235000242,180분,180분,7:35,16:15,8:55,17:55
1819, 양주시,양주-장흥마을버스,15-1첫차,241449006,삼상리차고지,235001520,실버문화원,235001517,,,6:35,6:35,6:55,6:55
1820, 양주시,양주-장흥마을버스,15-1막차,241449007,실버문화원,235001517,구파발역.롯데몰(서울도심),111001116,90분,90분,19:30,21:00,20:20,20:20
1821, 양주시,양주-장흥마을버스,15막차,241449008,삼상리차고지,235001520,실버문화원,235001517,60분,60분,20:25,21:25,20:50,21:50
1822, 양주시,양주-장흥마을버스,15상행,241449009,삼상리차고지,235001520,실버문화원,235001517,,,9:20,9:20,10:00,10:00
1823, 양주시,양주-장흥마을버스,15하행,241449010,삼상리차고지,235001520,실버문화원,235001517,180분,180분,12:20,18:20,12:50,18:50
1824, 양주시,양주-장흥마을버스,15-1구파발,241449011,양주역,235000245,구파발역.롯데몰(서울도심),111001116,,,00:00,,,
1825, 양주시,양주-현성교통,16A,241450002,신산리종점,235001336,조양중학교,235000560,90분~220분,90분~220분,6:35,18:30,7:15,21:10
1826, 양주시,양주-현성교통,16B,241450003,효촌1리마을입구,235000002,조양중학교,235000560,60분,60분,19:45,20:40,19:10,20:10
1827, 양주시,양주-양주교통마을,20,241451002,덕정주공1단지.회천3동행정복지센터,235000073,은현복지회관.은현우체국,235520600,60분~150분,60분~150분,6:20,20:10,6:55,20:45
1828, 양주시,양주-양주교통마을,11,241451003,양주교통본사,235001061,고암동(종점),235000620,90분,90분,6:20,20:40,6:57,21:17
1829, 양주시,양주-양주교통마을,20(전원마을),241451004,덕정주공1단지.회천3동행정복지센터,235000073,운암리전원마을회관,235523680,,,7:20,17:00,8:00,17:40
1830, 양주시,양주-양주교통마을,21,241451005,경동대학교,235001220,퍼피과수원농원가든,235000842,50분,50분,6:10,21:00,6:40,21:30
1831, 양주시,양주-양주교통마을,72,241451006,금광아파트,235000856,덕계역,235000924,30분~45분,30분~45분,6:15,22:30,6:25,22:40
1832, 양주시,양주-양주교통마을,73,241451007,한승아파트,235000950,샘내,235000437,15분~30분,15분~40분,5:50,23:43,6:11,0:04
1833, 양주시,양주-양주교통마을,73,241451007,한승아파트,235000950,샘내,235000437,15분~30분,15분~40분,5:50,23:43,6:23,0:04
1834, 양주시,양주-양주교통마을,77-1,241451008,GS자이7단지,235000858,꿈나무도서관.백석고교,235001214,60분~120분,120분~210분,5:40,21:10,6:32,22:02
1835, 양주시,양주-양주교통마을,77-1,241451008,GS자이7단지,235000858,꿈나무도서관.백석고교,235001214,60분~120분,120분~210분,5:40,22:10,6:32,23:02
1836, 양주시,양주-양주교통마을,12(공영),241451009,마전리,235001499,시장앞(마을),207000588,60분,60분,9:00,17:00,9:25,17:25
1837, 양주시,양주-양주교통마을,12(공영),241451009,마전리,235001499,시장앞(마을),207000588,60분,60분,9:00,18:00,9:25,18:25
1838, 양주시,양주-양주교통마을,12(A),241451010,마전리,235001499,경민대학,207000275,,,00:00,,,
1839, 양주시,양주-양주교통마을,12(B),241451011,마전리,235001499,태평교차로,207000607,,,8:00,,,
1840, 양주시,양주-현성교통,16-1,241455001,신산리종점,235001336,꿈나무도서관.백석고교,235001214,,,16:20,,15:15,
1841, 양평군,금강고속,1-5,240000002,양평터미널,240000076,도곡3리,240000121,110분,110분,15:40,17:30,15:55,17:45
1842, 양평군,금강고속,1-4,240000003,양평터미널,240000076,도곡3리,240000122,,,07:30,11:00,07:45,11:15
1843, 양평군,금강고속,1-7,240000004,양평터미널,240000076,백안3리마을회관(새숙골),240000127,,,07:50,17:40,08:00,17:55
1844, 양평군,금강고속,2000-1,240000007,양평터미널,240000076,강변역(A),104000183,360분,360분,10:30,16:30,12:20,18:20
1845, 양평군,금강고속,2000-2,240000008,양평터미널,240000076,잠실역,123000048,,,06:50,06:50,08:10,08:10
1846, 양평군,금강고속,2-11,240000009,양평터미널,240000076,석산1리.돌고개,240001164,,,08:30,08:30,09:50,09:50
1847, 양평군,금강고속,2-5,240000011,양평터미널,240000076,석산리종점,240000183,270분,270분,11:30,16:00,12:50,17:20
1848, 양평군,금강고속,2-9,240000012,양평터미널,240000076,단월면명성2리,240000182,,,07:40,18:45,07:40,19:50
1849, 양평군,금강고속,2-2,240000014,양평터미널,240000076,단월면명성2리,240000182,,,13:40,13:40,15:30,15:30
1850, 양평군,금강고속,2-3,240000015,양평터미널,240000076,석산1리.돌고개,240001164,,,17:30,17:30,19:00,19:00
1851, 양평군,금강고속,6,240000016,양평터미널,240000076,한화리조트.종점,240000239,60분~95분,60분~95분,06:40,19:40,07:10,20:10
1852, 양평군,금강고속,6-1,240000017,양평터미널,240000076,용천1리마을회관,240000252,165분,165분,08:00,21:00,08:25,21:20
1853, 양평군,금강고속,6-2,240000018,양평터미널,240000076,용천1리마을회관,240000253,110분,110분,07:30,17:00,08:00,17:20
1854, 양평군,금강고속,6-3,240000019,양평터미널,240000076,용천3리종점,240001056,245분,245분,10:30,18:30,10:55,18:50
